Date,Boss_Prediction,Uncertainty,Conspiracy,Doom,Fed,Hype,Trend
2005-05-19,4.548531532287598,5.83336085904232,-1.0,0.0,14.242979999999989,0.0,-0.24631578
2005-05-26,4.648048400878906,5.223430216973359,-1.0,0.0,12.706599999999991,0.0,-0.2797018
2005-06-02,4.646703243255615,5.205636464875856,-1.0,0.0,12.641199999999976,0.0,-0.36321148
2005-06-09,4.4437432289123535,5.198366930512804,-1.0,0.0,12.601399999999988,0.0,-0.44777116
2005-06-16,4.568626880645752,5.301130596781898,-1.0,0.0,12.841486666666647,0.0,-0.5147812
2005-06-23,4.452723979949951,5.219970897336282,-1.0,0.0,12.624799999999988,0.0,-0.56491286
2005-06-30,4.420336723327637,5.209756040948291,-1.0,0.0,12.594999999999988,0.0,-0.5806126
2005-07-07,4.420336723327637,5.169517355474257,-1.0,0.0,12.491566666666673,0.0,-0.590188
2005-07-14,5.116242408752441,4.545307694702533,-1.0,0.0,10.92379999999998,0.0,-0.5992601
2005-07-21,4.942610740661621,4.637866052265571,-1.0,0.0,11.150300000000001,0.0,-0.6201467
2005-07-28,4.935223579406738,4.544941129513444,-1.0,0.0,10.914433333333317,0.0,-0.63016784
2005-08-04,4.935223579406738,4.887209085231616,-1.0,0.0,11.772500000000004,0.0,-0.63178027
2005-08-11,4.942610740661621,4.945050054969075,-1.0,0.0,11.919800000000008,0.0,-0.6234953
2005-08-18,4.989641189575195,5.369926100403194,-1.0,0.0,12.987154999999996,0.0,-0.6152238
2005-08-25,4.853151798248291,5.880472657765053,-1.0,0.0,14.27180000000001,0.0,-0.5952787
2005-09-01,7.330962181091309,5.200037218834434,-1.0,0.0,12.571699999999998,0.0,-0.57664895
2005-09-08,6.243004322052002,4.948920100875995,-1.0,0.0,11.94380000000001,0.0,-0.5705553
2005-09-15,6.243004322052002,4.952991078924308,-1.0,0.0,11.952400000000011,0.0,-0.57654625
2005-09-22,4.722118854522705,5.555286121073919,-1.0,0.0,13.462200000000003,0.0,-0.57596016
2005-09-29,4.462813854217529,5.420341114863707,-1.0,0.0,13.130399999999998,0.0,-0.5520436
2005-10-06,4.870499134063721,6.117820198035317,-1.0,0.0,14.882300000000011,0.0,-0.5349415
2005-10-13,5.227085590362549,6.421949663127957,-1.0,0.0,15.668900000000002,0.0,-0.43870318
2005-10-20,5.5256805419921875,6.448952031782991,-1.0,0.0,15.763699999999988,0.0,-0.33126086
2005-10-27,6.046034812927246,6.345156848132297,-1.0,0.0,15.525699999999995,0.0,-0.2426405
2005-11-03,6.5553998947143555,5.353351959025185,-1.0,0.0,13.056999999999999,0.0,-0.17742848
2005-11-10,6.80990743637085,5.022523459979521,-1.0,0.0,12.226799999999995,0.0,-0.18167976
2005-11-17,5.27774715423584,4.871547057157713,-1.0,0.0,11.827113333333338,0.0,-0.26934323
2005-11-24,5.324891090393066,4.636962715064888,-1.0,0.0,11.208200000000012,0.0,-0.39226776
2005-12-01,8.668828010559082,4.724433231660994,-1.0,0.0,11.409266666666666,0.0,-0.4632561
2005-12-08,6.650895595550537,5.034051949496657,-1.0,0.0,12.1825,0.0,-0.4749188
2005-12-15,8.391851425170898,4.632250053743653,-1.0,0.0,11.187433333333342,0.0,-0.42719355
2005-12-22,8.987060546875,4.525470639780698,-1.0,0.0,10.937800000000012,0.0,-0.3558671
2005-12-29,8.312421798706055,4.884141861022876,-1.0,0.0,11.852399999999998,0.0,-0.29490376
2006-01-05,9.91218376159668,4.800197971308963,-1.0,0.0,11.655499999999996,0.0,-0.23951583
2006-01-12,9.91218376159668,4.777785635323626,-1.0,0.0,11.605566666666668,0.0,-0.21359335
2006-01-19,10.146490097045898,4.725705419748825,-1.0,0.0,11.475800000000001,0.0,-0.21015528
2006-01-26,10.441415786743164,4.928924192677446,-1.0,0.0,11.9958,0.0,-0.16634485
2006-02-02,8.423261642456055,5.638525414341918,-1.0,0.0,13.777599999999989,0.0,-0.15211833
2006-02-09,9.684832572937012,5.480448536131802,-1.0,0.0,13.382999999999988,0.0,-0.14588617
2006-02-16,10.895554542541504,4.717168164347075,-1.0,0.0,11.471555000000006,0.0,-0.13782562
2006-02-23,10.854719161987305,4.928027125381849,-1.0,0.0,11.997014999999998,0.0,-0.15171
2006-03-02,10.526314735412598,4.885472636550168,-1.0,0.0,11.884015000000009,0.0,-0.17831676
2006-03-09,9.36402702331543,5.180684288203894,-1.0,0.0,12.615100000000002,0.0,-0.2155874
2006-03-16,6.186371803283691,5.478270969229648,-1.0,0.0,13.350633333333317,0.0,-0.2575602
2006-03-23,10.647113800048828,4.708651932654503,-1.0,0.0,11.411293333333331,0.0,-0.2993648
2006-03-30,9.82196044921875,4.832420803458492,-1.0,0.0,11.718779999999999,0.0,-0.31085482
2006-04-06,10.667856216430664,4.643955965958889,-1.0,0.0,11.246366666666665,0.0,-0.31022817
2006-04-13,9.52924919128418,5.062357861491759,-1.0,0.0,12.298900000000012,0.0,-0.29590788
2006-04-20,10.006918907165527,4.974361552854581,-1.0,0.0,12.085300000000002,0.0,-0.26755992
2006-04-27,10.32735824584961,4.9403249375122,-1.0,0.0,12.004300000000008,0.0,-0.24985997
2006-05-04,10.27209758758545,5.00024885620853,-1.0,0.0,12.1624,0.0,-0.21736085
2006-05-11,10.280773162841797,4.960406198199914,-1.0,0.0,12.07317500000001,0.0,-0.17287838
2006-05-18,8.726890563964844,6.3765798045184745,-1.0,0.0,15.634300000000001,0.0,-0.118526675
2006-05-25,9.143678665161133,6.314795134363929,-1.0,0.0,15.480900000000029,0.0,-0.1129103
2006-06-01,9.133247375488281,5.9044818930018215,-1.0,0.0,14.452800000000007,0.0,-0.1145078
2006-06-08,9.072909355163574,7.822994122413009,-1.0,0.0,19.250499999999995,0.0,-0.13905323
2006-06-15,9.143678665161133,6.2570218267631725,-1.0,0.0,15.335800000000008,0.0,-0.11463748
2006-06-22,9.143678665161133,6.25363318475794,-1.0,0.0,15.335800000000008,0.0,-0.0786428
2006-06-29,9.439482688903809,5.301427074881492,-1.0,0.0,12.953999999999994,0.0,-0.061921723
2006-07-06,9.47350025177002,5.328119805448206,-1.0,0.0,13.020999999999994,0.0,-0.061501652
2006-07-13,9.675126075744629,7.189751800115792,-1.0,0.0,17.6766,0.0,-0.092263214
2006-07-20,9.675126075744629,6.795440101500025,-1.0,0.0,16.689599999999995,0.0,-0.09135288
2006-07-27,9.47868537902832,5.894333894541325,-1.0,0.0,14.435599999999997,0.0,-0.079513475
2006-08-03,9.598666191101074,6.0648826836346545,-1.0,0.0,14.861299999999982,0.0,-0.08602713
2006-08-10,9.476731300354004,6.0630141862524125,-1.0,0.0,14.854699999999982,0.0,-0.094198495
2006-08-17,9.731365203857422,4.969587507427266,-1.0,0.0,12.118320000000004,0.0,-0.07843073
2006-08-24,9.898388862609863,5.237810138358859,-1.0,0.0,12.78403333333334,0.0,-0.107192315
2006-08-31,9.704593658447266,5.021789729868883,-1.0,0.0,12.225349999999999,0.0,-0.18004796
2006-09-07,6.431044578552246,5.6750418445715995,-1.0,0.0,13.841299999999999,0.0,-0.26704118
2006-09-14,9.658503532409668,4.753936342575092,-1.0,0.0,11.526733333333341,0.0,-0.2917139
2006-09-21,10.30545711517334,5.025458373563715,-1.0,0.0,12.199199999999987,0.0,-0.32493976
2006-09-28,10.089451789855957,4.94130011165014,-1.0,0.0,11.98631666666668,0.0,-0.33263242
2006-10-05,7.062742233276367,5.446413857863224,-1.0,0.0,13.256783333333324,0.0,-0.31441328
2006-10-12,9.94132137298584,4.613820566925292,-1.0,0.0,11.180620000000017,0.0,-0.2703586
2006-10-19,10.549686431884766,4.743782280686657,-1.0,0.0,11.51026666666668,0.0,-0.2550405
2006-10-26,10.461150169372559,4.645544741141341,-1.0,0.0,11.26860000000001,0.0,-0.2357771
2006-11-02,11.360591888427734,4.795478251931356,-1.0,0.0,11.643966666666673,0.0,-0.2382766
2006-11-09,10.466554641723633,4.70157036015844,-1.0,0.0,11.40790000000001,0.0,-0.24072012
2006-11-16,11.44373893737793,4.348165384972205,-1.0,0.0,10.520883333333334,0.0,-0.24311908
2006-11-23,11.045023918151855,4.359334567667129,-1.0,0.0,10.546683333333332,0.0,-0.25228035
2006-11-30,11.042511940002441,4.427518261532153,-1.0,0.0,10.715199999999996,0.0,-0.26270434
2006-12-07,9.2329683303833,5.254513584187332,-1.0,0.0,12.788299999999992,0.0,-0.26422387
2006-12-14,11.042511940002441,4.488844245479623,-1.0,0.0,10.86921666666667,0.0,-0.26195896
2006-12-21,10.509461402893066,4.488594457595004,-1.0,0.0,10.862599999999986,0.0,-0.28640422
2006-12-28,10.291840553283691,4.467801145970742,-1.0,0.0,10.803559999999996,0.0,-0.31424424
2007-01-04,9.264122009277344,4.751007109300047,-1.0,0.0,11.512299999999996,0.0,-0.3203153
2007-01-11,10.291840553283691,4.482491352570831,-1.0,0.0,10.841200000000006,0.0,-0.31105584
2007-01-18,10.291840553283691,4.451211601028244,-1.0,0.0,10.762400000000007,0.0,-0.31241727
2007-01-25,9.771186828613281,4.717235724881217,-1.0,0.0,11.426466666666663,0.0,-0.3249413
2007-02-01,11.58627986907959,4.210983376821302,-1.0,0.0,10.154999999999998,0.0,-0.3312181
2007-02-08,10.43198299407959,4.361579643194322,-1.0,0.0,10.531899999999991,0.0,-0.33507732
2007-02-15,11.58627986907959,4.223338250905706,-1.0,0.0,10.186375000000005,0.0,-0.32973108
2007-02-22,11.58627986907959,4.2035596281222345,-1.0,0.0,10.137081666666674,0.0,-0.32836914
2007-03-01,6.374109745025635,6.029270571518964,-1.0,0.0,14.719099999999987,0.0,-0.30553615
2007-03-08,9.330388069152832,5.927705727004567,-1.0,0.0,14.510733333333334,0.0,-0.1155374
2007-03-15,9.676793098449707,6.370532051842391,-1.0,0.0,15.644199999999989,0.0,-0.011576425
2007-03-22,9.708342552185059,5.035320337385575,-1.0,0.0,12.312299999999995,0.0,0.05058602
2007-03-29,9.592580795288086,5.9888250238287215,-1.0,0.0,14.700800000000001,0.0,0.04426349
2007-04-05,10.961956024169922,5.416152612889086,-1.0,0.0,13.266600000000015,0.0,0.048322864
2007-04-12,11.025788307189941,5.020502091267114,-1.0,0.0,12.271500000000003,0.0,0.034178704
2007-04-19,10.965188026428223,4.982402072943105,-1.0,0.0,12.169800000000015,0.0,0.006609002
2007-04-26,10.50101089477539,5.118892980560238,-1.0,0.0,12.50480000000001,0.0,-0.025396425
2007-05-03,10.628917694091797,5.317077172650873,-1.0,0.0,12.994383333333326,0.0,-0.056902893
2007-05-10,9.562674522399902,5.723288799573406,-1.0,0.0,14.004100000000001,0.0,-0.09225386
2007-05-17,9.465995788574219,5.713849147026865,-1.0,0.0,13.97480000000001,0.0,-0.11630076
2007-05-24,9.463583946228027,5.5815849649017215,-1.0,0.0,13.6415,0.0,-0.124402754
2007-05-31,9.469690322875977,5.534355435915207,-1.0,0.0,13.524633333333322,0.0,-0.11814038
